,abstract,date,doctype,headline,id,news_desk,paragraph,section,subsection,text,type
0,"New York City Mayor Bill de Blasio, having replaced some Board of Health members who were appointed by former Mayor Michael Bloomberg and filled vacant board positions with allies, prepares to present plan to ease restrictions on controversial circumcision ritual practiced by ultra-Orthodox rabbis.",2015-06-10,article,De Blasio Puts Allies on Panel Hearing Circumcision Plan,55779ea3798810054cfd032f,Metro,The appointments to the Board of Health come as Mayor Bill de Blasio is set to present a plan to ease the rules on an ultra-Orthodox Jewish circumcision ritual linked to herpes infections in infants.,N.Y. / Region,,"De Blasio Puts Allies on Panel Hearing Circumcision Plan The appointments to the Board of Health come as Mayor Bill de Blasio is set to present a plan to ease the rules on an ultra-Orthodox Jewish circumcision ritual linked to herpes infections in infants. New York City Mayor Bill de Blasio, having replaced some Board of Health members who were appointed by former Mayor Michael Bloomberg and filled vacant board positions with allies, prepares to present plan to ease restrictions on controversial circumcision ritual practiced by ultra-Orthodox rabbis.",News
1,South Korean health official Kwon Deok-cheol says Middle East respiratory syndrome outbreak seems to be trailing off after reporting only one new case of disease.,2015-06-20,article,South Korean Official Says MERS Outbreak Seems to Be Easing,5583d6897988107e6c5b5ce6,Foreign,"The cautious assessment by a senior government health official came on a day that he announced only one new case, as well as one new death.",World,Asia Pacific,"South Korean Official Says MERS Outbreak Seems to Be Easing The cautious assessment by a senior government health official came on a day that he announced only one new case, as well as one new death. South Korean health official Kwon Deok-cheol says Middle East respiratory syndrome outbreak seems to be trailing off after reporting only one new case of disease.",News
2,Efforts to make tuberculosis detection portable and affordable enough to reach millions in rural areas are underway.,2015-06-12,blogpost,"Advancing TB Test Technology, Where It Matters Most",557abafa798810358a1982bf,OpEd,,Opinion,,"Advancing TB Test Technology, Where It Matters Most   Efforts to make tuberculosis detection portable and affordable enough to reach millions in rural areas are underway.",Blog
3,South Korean officials quarantine entire village of Jangdeok after 72-year-old widow tests positive for Middle East respiratory syndrome; move is criticized as extreme reaction by government who initially mishandled outbreak that has killed nine people so far.,2015-06-11,article,"South Korean Hamlet, Under MERS Quarantine, Symbolizes Weaknesses in System",5578d5e47988104410e6e759,Foreign,"“You can’t leave here unless you have wings,” said a Buddhist monk who runs a temple in the village, Jangdeok, where all residents are quarantined.",World,Asia Pacific,"South Korean Hamlet, Under MERS Quarantine, Symbolizes Weaknesses in System “You can’t leave here unless you have wings,” said a Buddhist monk who runs a temple in the village, Jangdeok, where all residents are quarantined. South Korean officials quarantine entire village of Jangdeok after 72-year-old widow tests positive for Middle East respiratory syndrome; move is criticized as extreme reaction by government who initially mishandled outbreak that has killed nine people so far.",News
4,New York City Mayor Bill de Blasio will present plan to Board of Health that would require large chain restaurants to indicate menu items containing more than 100 percent of recommended daily intake of sodium.,2015-06-10,article,De Blasio Administration Wants High-Sodium Warnings on Menus,55775fd4798810054cfd029c,Metro,"The proposal, which is scheduled to be presented on Wednesday, was denounced by restaurant representatives as overregulation.",N.Y. / Region,,"De Blasio Administration Wants High-Sodium Warnings on Menus The proposal, which is scheduled to be presented on Wednesday, was denounced by restaurant representatives as overregulation. New York City Mayor Bill de Blasio will present plan to Board of Health that would require large chain restaurants to indicate menu items containing more than 100 percent of recommended daily intake of sodium.",News
5,Researchers at Department of Veterans Affairs and National Institutes of Health unveil database that they say can identify veterans who are at high risk of suicide; describe core algorithm in study published in The American Journal of Public Health.,2015-06-12,article,Database May Help Identify Veterans on the Edge,557a302c798810358a19815b,National,Health care is increasingly using sophisticated algorithms to predict medical outcomes. Now the focus is on those who have served.,U.S.,,Database May Help Identify Veterans on the Edge Health care is increasingly using sophisticated algorithms to predict medical outcomes. Now the focus is on those who have served. Researchers at Department of Veterans Affairs and National Institutes of Health unveil database that they say can identify veterans who are at high risk of suicide; describe core algorithm in study published in The American Journal of Public Health.,News
6,,2015-06-17,article,"CVS Health Launches Health, Beauty Makeover for Drugstores",558194a379881026daaeb509,None,CVS drugstores that quit tobacco sales last year are now getting health and beauty makeovers and a shot of ethnic diversity in some cases to attract customers who want more than a prescription refill.,Business Day,,"CVS Health Launches Health, Beauty Makeover for Drugstores CVS drugstores that quit tobacco sales last year are now getting health and beauty makeovers and a shot of ethnic diversity in some cases to attract customers who want more than a prescription refill.  ",News
7,"Number of veterans facing waits of one month or longer for medical care under Veterans Affairs Dept is 50 percent higher than in 2014, when department was embroiled in scandal over long wait times; patient demand and doctor workload has soared in year's time; department faces $3 billion budget shortfall.",2015-06-21,article,Wait Lists Grow as Many More Veterans Seek Care and Funding Falls Far Short ,5585faab7988103c2de72fb4,National,The number of veterans on waiting lists of one month or more is now 50 percent higher than it was during the height of last year&#8217;s problems.,U.S.,,"Wait Lists Grow as Many More Veterans Seek Care and Funding Falls Far Short  The number of veterans on waiting lists of one month or more is now 50 percent higher than it was during the height of last year&#8217;s problems. Number of veterans facing waits of one month or longer for medical care under Veterans Affairs Dept is 50 percent higher than in 2014, when department was embroiled in scandal over long wait times; patient demand and doctor workload has soared in year's time; department faces $3 billion budget shortfall.",News
8,Editorial points to study published in journal Health Affairs and report released by Centers for Medicare and Medicaid Services that both show how the high list prices that many hospitals charge for common medical procedures drive up health insurance premiums and costs for uninsured; suggests federal legislation to limit hospital prices would address high cost of care in way that market forces cannot.,2015-06-16,article,Sticker Shock in For-Profit Hospitals,557fce727988107680879799,Editorial,Two recent reports provide evidence of the hard-to-justify high prices that many hospitals charge for common procedures.,Opinion,,Sticker Shock in For-Profit Hospitals Two recent reports provide evidence of the hard-to-justify high prices that many hospitals charge for common procedures. Editorial points to study published in journal Health Affairs and report released by Centers for Medicare and Medicaid Services that both show how the high list prices that many hospitals charge for common medical procedures drive up health insurance premiums and costs for uninsured; suggests federal legislation to limit hospital prices would address high cost of care in way that market forces cannot.,Editorial
9,World Health Organization and World Bank release report finding that at least 400 million people worldwide do not have access to essential health services.,2015-06-13,article,"400 Million Lack Basic Health Services, Report Finds",557b4acb7988101e22dac096,Foreign,"The study by the World Health Organization and World Bank examined access to health services like prenatal care, child immunization and access to clean water.",World,Americas,"400 Million Lack Basic Health Services, Report Finds The study by the World Health Organization and World Bank examined access to health services like prenatal care, child immunization and access to clean water. World Health Organization and World Bank release report finding that at least 400 million people worldwide do not have access to essential health services.",News
10,,2015-06-10,multimedia,Department of Investigation’s Report on Rikers Island Health Provider,55785695798810054cfd0576,N.Y. / Region,"A report released Wednesday by the city’s Department of Investigation concludes that Corizon Health Inc., the contractor that runs health care at Rikers Island, repeatedly failed to screen and supervise its employees. The report also concluded that the two city agencies that were charged with overseeing Corizon failed their most basic responsibilities.",N.Y. / Region,,"Department of Investigation’s Report on Rikers Island Health Provider A report released Wednesday by the city’s Department of Investigation concludes that Corizon Health Inc., the contractor that runs health care at Rikers Island, repeatedly failed to screen and supervise its employees. The report also concluded that the two city agencies that were charged with overseeing Corizon failed their most basic responsibilities.  ",Interactive Feature
11,Test your knowledge of this week’s health news.,2015-06-19,blogpost,"The Weekly Health Quiz: High-Heels, Fats and Test-Tube Babies",558447e979881026a685cb64,Science,,false,false,"The Weekly Health Quiz: High-Heels, Fats and Test-Tube Babies   Test your knowledge of this week’s health news.",Blog
12,,2015-06-15,article,Treatment of H.I.V.: New York Health Agency’s View  ,557e7ce47988105847fe0cf0,Letters,The New York City Health and Hospitals Corporation responds to an editorial.,Opinion,,Treatment of H.I.V.: New York Health Agency’s View   The New York City Health and Hospitals Corporation responds to an editorial.  ,Letter
13,Test your knowledge of this week’s health news.,2015-06-12,blogpost,"The Weekly Health Quiz: Treadmill Desks, Cholesterol Drugs and More",557b067d7988101e22dabfbf,Science,,false,false,"The Weekly Health Quiz: Treadmill Desks, Cholesterol Drugs and More   Test your knowledge of this week’s health news.",Blog
14,,2015-06-15,article,A Hard Road to Health Insurance,557d768979881041b358d5de,National,"In June 2015, the Times profiled David Elson, a chronically ill Kentucky man who signed up for insurance through the Affordable Care Act but lost it after not paying the premiums.",U.S.,,"A Hard Road to Health Insurance In June 2015, the Times profiled David Elson, a chronically ill Kentucky man who signed up for insurance through the Affordable Care Act but lost it after not paying the premiums.  ",News
15,,2015-06-11,article,Morality and the Health Act,5579380f7988104410e6e832,Letters,"A reader writes, “This is a test of morality for each American, no more, no less: a test of the fiber of one’s conscience.""",Opinion,,"Morality and the Health Act A reader writes, “This is a test of morality for each American, no more, no less: a test of the fiber of one’s conscience.""  ",Letter
16,"Editorial warns millions of Americans will be put at risk should Supreme Court decide to roll back federal subsidies under the Affordable Care Act; surveys possible backup options if such a ruling should emerge, but acknowledges that there are no quick remedies available; calls on states to begin forming contingency plans immediately.",2015-06-10,article,Saving Affordable Health Insurance,5577e575798810054cfd03dc,Editorial,"If the Supreme Court rules against subsidies, states will have to find ways to protect Americans’ health care, but it won’t be easy.",Opinion,,"Saving Affordable Health Insurance If the Supreme Court rules against subsidies, states will have to find ways to protect Americans’ health care, but it won’t be easy. Editorial warns millions of Americans will be put at risk should Supreme Court decide to roll back federal subsidies under the Affordable Care Act; surveys possible backup options if such a ruling should emerge, but acknowledges that there are no quick remedies available; calls on states to begin forming contingency plans immediately.",Editorial
17,"Editorial opposes two pieces of House Republican legislation that would repeal the Affordable Care Act's tax on medical device manufacturers and board tasked with reining in Medicare spending; observes bills are nakedly partisan, will do nothing to help consumers, and would do significant harm to federal budget.",2015-06-18,article,Destructive Health Care Proposals,5582717179881050cab61278,Editorial,House Republicans are moving two bills to repeal small but important provisions of the health care law.,Opinion,,"Destructive Health Care Proposals House Republicans are moving two bills to repeal small but important provisions of the health care law. Editorial opposes two pieces of House Republican legislation that would repeal the Affordable Care Act's tax on medical device manufacturers and board tasked with reining in Medicare spending; observes bills are nakedly partisan, will do nothing to help consumers, and would do significant harm to federal budget.",Editorial
18,,2015-06-10,article,Health Head: Congress' Problem if Court Voids Health Law Aid,5577e5ed798810054cfd03e1,None,"Congress and the states will need to find an answer if the Supreme Court strikes down the federal subsidies that are a foundation of President Barack Obama's health care law, his health secretary told lawmakers Wednesday.",U.S.,Politics,"Health Head: Congress' Problem if Court Voids Health Law Aid Congress and the states will need to find an answer if the Supreme Court strikes down the federal subsidies that are a foundation of President Barack Obama's health care law, his health secretary told lawmakers Wednesday.  ",News
19,"New York City Mayor Bill de Blasio announces that city will cut ties with Corizon Health Inc, for-profit company that provides medical care to the Rikers Island Jail complex; decision coincides with Dept of Investigation report showing company had hired medical staff with disciplinary records and serious criminal convictions; report also found evidence that missteps led to at least two inmate deaths.",2015-06-11,article,New York City to End Contract With Rikers Health Care Provider,557853aa798810054cfd0566,Metro,A decision to stop using Corizon Health Inc. after 15 years highlights the enormous challenge of providing quality health care to the inmates at Rikers.,N.Y. / Region,,"New York City to End Contract With Rikers Health Care Provider A decision to stop using Corizon Health Inc. after 15 years highlights the enormous challenge of providing quality health care to the inmates at Rikers. New York City Mayor Bill de Blasio announces that city will cut ties with Corizon Health Inc, for-profit company that provides medical care to the Rikers Island Jail complex; decision coincides with Dept of Investigation report showing company had hired medical staff with disciplinary records and serious criminal convictions; report also found evidence that missteps led to at least two inmate deaths.",News
20,,2015-06-22,article,Our Seafood Choices: Health and Sustainability,5587b7627988100a146093ca,Letters,Responses to an Op-Ed writer seeking “Simple Rules for Seafood.”,Opinion,,Our Seafood Choices: Health and Sustainability Responses to an Op-Ed writer seeking “Simple Rules for Seafood.”  ,Letter
21,"Op-Ed article by policy experts Gregg Gonsalves, Mark Harrington and David A Kessler staunchly opposes passage of the 21st Century Cures Act; warns act could lower standards for approval of medical products and place patients at potential risk; traces history of current FDA approval standards to AIDS crisis in the 1980s, saying new policies will disrupt a system that is agile and effective.",2015-06-11,article,Don’t Weaken the F.D.A.’s Drug Approval Process,557936f37988104410e6e82a,OpEd,"The 21st Century Cures Act could substantially lower the standards for approval of many medical products, potentially placing patients at unnecessary risk.",Opinion,,"Don’t Weaken the F.D.A.’s Drug Approval Process The 21st Century Cures Act could substantially lower the standards for approval of many medical products, potentially placing patients at unnecessary risk. Op-Ed article by policy experts Gregg Gonsalves, Mark Harrington and David A Kessler staunchly opposes passage of the 21st Century Cures Act; warns act could lower standards for approval of medical products and place patients at potential risk; traces history of current FDA approval standards to AIDS crisis in the 1980s, saying new policies will disrupt a system that is agile and effective.",Op-Ed
22,"Panel's surprise recommendation to FDA to approve Sprout Pharmaceutical drug flibanserin, first pill to bolster women's libido, raises questions about coalition of prominent feminists who campaigned for drug's approval; campaign divided women's health community, with critics saying it politicized scientific process and potentially played down health risks; those paid to promote drug include Susan Scanlan, whose Even the Score group argued that women's sexuality has been marginalized by medical establishment.",2015-06-14,article,"Aid to Women, or Bottom Line? Advocates Split on Libido Pill ",557c94c979881041b358d485,National,"While some feminists lend heft to a campaign for a pill to bolster women&#8217;s libido, other groups opted not to join the campaign, concerned that calls of gender bias would undermine what should be an impartial scientific process.",Science,,"Aid to Women, or Bottom Line? Advocates Split on Libido Pill  While some feminists lend heft to a campaign for a pill to bolster women&#8217;s libido, other groups opted not to join the campaign, concerned that calls of gender bias would undermine what should be an impartial scientific process. Panel's surprise recommendation to FDA to approve Sprout Pharmaceutical drug flibanserin, first pill to bolster women's libido, raises questions about coalition of prominent feminists who campaigned for drug's approval; campaign divided women's health community, with critics saying it politicized scientific process and potentially played down health risks; those paid to promote drug include Susan Scanlan, whose Even the Score group argued that women's sexuality has been marginalized by medical establishment.",News
23,,2015-06-24,multimedia,O País Onde Mais Crianças Morrem,558adff879881022f978862d,Opinion,"Nicholas Kristof viaja por Angola a reunir provas esmagadoras de como a corrupção ao extremo está a matar crianças. E, diz ele, os Estados Unidos devem pedir responsabilidades ao governo angolano.",Opinion,,"O País Onde Mais Crianças Morrem Nicholas Kristof viaja por Angola a reunir provas esmagadoras de como a corrupção ao extremo está a matar crianças. E, diz ele, os Estados Unidos devem pedir responsabilidades ao governo angolano.  ",Video
24,,2015-06-14,article,"Montgomerie Cleared After Health Scare, Finishes Third",557e20307988105847fe0c1c,None,Colin Montgomerie checked into hospital due to chest pains early on Sunday but was cleared in time to play his final round at the Senior Players Championship in Massachusetts.    ,Sports,Golf,"Montgomerie Cleared After Health Scare, Finishes Third Colin Montgomerie checked into hospital due to chest pains early on Sunday but was cleared in time to play his final round at the Senior Players Championship in Massachusetts.      ",News
