,abstract,date,doctype,headline,id,news_desk,paragraph,section,subsection,text,type
0,A study raises questions about the effectiveness of the body mass index letters that the state started sending home more than a decade ago.,2015-08-10,blogpost,&#8216;Body&#8217; Report Cards Aren&#8217;t Influencing Arkansas Teenagers,55c873ce7988107a9cc5c737,Science,,Health,,&#8216;Body&#8217; Report Cards Aren&#8217;t Influencing Arkansas Teenagers   A study raises questions about the effectiveness of the body mass index letters that the state started sending home more than a decade ago.,Blog
1,"World Health Organization reports Guinea and Sierra Leone have had seven new Ebola cases in past week, lowest weekly total of new infections in over a year; cautions that there is still substantial risk of outbreaks due to thousands who were exposed in region.",2015-07-30,article,"New Ebola Cases Decline, but W.H.O. Advises Caution",55b96bd6798810561813c273,Foreign,"Seven new cases of Ebola were reported in Guinea and Sierra Leone last week, the lowest weekly total in more than a year.",World,Africa,"New Ebola Cases Decline, but W.H.O. Advises Caution Seven new cases of Ebola were reported in Guinea and Sierra Leone last week, the lowest weekly total in more than a year. World Health Organization reports Guinea and Sierra Leone have had seven new Ebola cases in past week, lowest weekly total of new infections in over a year; cautions that there is still substantial risk of outbreaks due to thousands who were exposed in region.",Brief
2,"Occupational Safety and Health Admin unveils stricter standards for workplace exposure to beryllium, common industrial metal that has been linked to a deadly lung disease; experts welcome news but say decades-long delay in passing measure has exacted heavy human toll. ",2015-08-07,article,OSHA to Propose Beryllium Limit in the Works Since 1975,55c2c5aa7988107e31ff18d2,Business,"The allowable level of workplace exposure to beryllium would be sharply curtailed, to one-tenth the amount that is currently permissible.",Business Day,,"OSHA to Propose Beryllium Limit in the Works Since 1975 The allowable level of workplace exposure to beryllium would be sharply curtailed, to one-tenth the amount that is currently permissible. Occupational Safety and Health Admin unveils stricter standards for workplace exposure to beryllium, common industrial metal that has been linked to a deadly lung disease; experts welcome news but say decades-long delay in passing measure has exacted heavy human toll. ",News
3,"Infections from new strain of meningitis are on rise in Africa, prompting concern about potential epidemic; some experts have called on drug manufacturers to step up production of vaccines, which are expensive and in short supply.",2015-08-01,article,New Meningitis Strain in Africa Brings Call for More Vaccines,55bc212f79881012a690ae98,Foreign,An international consortium is seeking five million doses of the vaccine against Type C meningitis and says they must arrive by January to be effective.,Health,,"New Meningitis Strain in Africa Brings Call for More Vaccines An international consortium is seeking five million doses of the vaccine against Type C meningitis and says they must arrive by January to be effective. Infections from new strain of meningitis are on rise in Africa, prompting concern about potential epidemic; some experts have called on drug manufacturers to step up production of vaccines, which are expensive and in short supply.",News
4,Adam Bryant Corner Office column features interview with Catholic Health Initiatives CEO Kevin E Lofton.,2015-08-09,article,Kevin E. Lofton of Catholic Health Initiatives: Designate a Devil’s Advocate,55c621da7988104f5eefc3d8,SundayBusiness,The chief executive of the health care organization recommends choosing a person to take a contrasting viewpoint to avoid groupthink during meetings.,Business Day,,Kevin E. Lofton of Catholic Health Initiatives: Designate a Devil’s Advocate The chief executive of the health care organization recommends choosing a person to take a contrasting viewpoint to avoid groupthink during meetings. Adam Bryant Corner Office column features interview with Catholic Health Initiatives CEO Kevin E Lofton.,Question
5,"World Health Organization reports that Sierra Leone and Guinea have each logged only one new Ebola case in over a year; says there are no new cases in Liberia, third nation most severely affected by outbreak; data offers hope that epidemic could be quelled by end of 2015.",2015-08-05,article,"Ebola Cases Fall Sharply, W.H.O. Reports",55c1474079881053589a088e,Foreign,"The number of new Ebola diagnoses in Sierra Leone and Guinea reached its lowest point in well over a year last week, according to the World Health Organization.",World,Africa,"Ebola Cases Fall Sharply, W.H.O. Reports The number of new Ebola diagnoses in Sierra Leone and Guinea reached its lowest point in well over a year last week, according to the World Health Organization. World Health Organization reports that Sierra Leone and Guinea have each logged only one new Ebola case in over a year; says there are no new cases in Liberia, third nation most severely affected by outbreak; data offers hope that epidemic could be quelled by end of 2015.",News
6,"More than 70,000 births during Ebola crisis in Liberia were never recorded, leaving them vulnerable to marginalization as noncitizens, denial of government services, trafficking and illegal adoption.",2015-07-31,article,Liberia: Ebola Stalls Birth Registrations,55bac26a79881073c9554cfd,Foreign,"The births of more than 70,000 children in Liberia during the Ebola crisis were never recorded, leaving them vulnerable to marginalization.",World,Africa,"Liberia: Ebola Stalls Birth Registrations The births of more than 70,000 children in Liberia during the Ebola crisis were never recorded, leaving them vulnerable to marginalization. More than 70,000 births during Ebola crisis in Liberia were never recorded, leaving them vulnerable to marginalization as noncitizens, denial of government services, trafficking and illegal adoption.",Brief
7,"New York City Health Commissioner Dr Mary T Bassett, in response to Legionnaires' disease outbreak that has killed 10 people in city, orders all buildings with water cooling towers to inspect and disinfect units within two weeks; some experts say order is unrealistic in scope; Mayor Bill de Blasio is set to unveil legislative plan to tighten regulation on such towers.",2015-08-07,article,New York Ordering Tests of Water-Cooling Towers Amid Legionnaires’ Outbreak,55c3bddf798810228c90e0e7,Metro,"Mayor Bill de Blasio of New York said building owners had two weeks to test and disinfect the towers, as the death toll from the disease rose to 10.",N.Y. / Region,,"New York Ordering Tests of Water-Cooling Towers Amid Legionnaires’ Outbreak Mayor Bill de Blasio of New York said building owners had two weeks to test and disinfect the towers, as the death toll from the disease rose to 10. New York City Health Commissioner Dr Mary T Bassett, in response to Legionnaires' disease outbreak that has killed 10 people in city, orders all buildings with water cooling towers to inspect and disinfect units within two weeks; some experts say order is unrealistic in scope; Mayor Bill de Blasio is set to unveil legislative plan to tighten regulation on such towers.",News
8,"More than 13,000 West Africans who survived Ebola outbreak now face lingering and disabling health problems, ranging from joint pain to depression and post-traumatic stress disorder. ",2015-08-08,article,"Ebola Survivors Face Lingering Pain, Fatigue and Depression",55c51cc77988104f5eefc238,Foreign,"About half the survivors seem to have chronic joint pain that is often severe enough to prevent them from working, an expert said.",World,Africa,"Ebola Survivors Face Lingering Pain, Fatigue and Depression About half the survivors seem to have chronic joint pain that is often severe enough to prevent them from working, an expert said. More than 13,000 West Africans who survived Ebola outbreak now face lingering and disabling health problems, ranging from joint pain to depression and post-traumatic stress disorder. ",News
9,"Health and Human Services Dept reports that many consumers are benefiting from competition among insurers under Affordable Care Act, which has created greater choice in marketplace; findings are based on study of 35 states.  ",2015-07-31,article,"Increased Competition Kept Lid on Health Insurance Inflation, U.S. Says",55ba907879881073c9554c5d,National,The Obama administration said on Thursday that many consumers were benefiting from increased competition among insurers under the Affordable Care Act.,U.S.,,"Increased Competition Kept Lid on Health Insurance Inflation, U.S. Says The Obama administration said on Thursday that many consumers were benefiting from increased competition among insurers under the Affordable Care Act. Health and Human Services Dept reports that many consumers are benefiting from competition among insurers under Affordable Care Act, which has created greater choice in marketplace; findings are based on study of 35 states.  ",News
