,abstract,date,doctype,headline,id,news_desk,paragraph,section,subsection,text,type
0,"World Health Organization reports Ebola virus continues to spread with 2014 deaths totaling 7,905 out of 20,206 known cases; says last week Sierra Leone reported highest number of new cases in capital Freetown in past month and Guinea has increases suggesting epidemic is growing; notes, however, that overall number of cases in Sierra Leone is declining.",2015-01-01,article,"Ebola Still Spreading, W.H.O. Reports",54a4be5a79881011bed2a551,Foreign,"The Ebola virus is still spreading in West Africa, especially in Sierra Leone, and the worldwide toll from the outbreak stood at 7,905 deaths among 20,206 known cases at year’s end, the World Health Organization said Wednesday.",World,Africa,"Ebola Still Spreading, W.H.O. Reports The Ebola virus is still spreading in West Africa, especially in Sierra Leone, and the worldwide toll from the outbreak stood at 7,905 deaths among 20,206 known cases at year’s end, the World Health Organization said Wednesday. World Health Organization reports Ebola virus continues to spread with 2014 deaths totaling 7,905 out of 20,206 known cases; says last week Sierra Leone reported highest number of new cases in capital Freetown in past month and Guinea has increases suggesting epidemic is growing; notes, however, that overall number of cases in Sierra Leone is declining.",Brief
1,"Mine Safety and Health Admin says nation’s coal mines set a record for the lowest number of on-the-job fatalities in 2014, with 16.",2015-01-06,article,Washington: Deaths in Coal Mines at a Record Low,54ab306d7988106d7446d3da,National,"The nation’s coal mines set a record for the lowest number of on-the-job fatalities last year, with 16, the U.S. Department of Labor’s Mine Safety and Health Administration said Monday.",U.S.,,"Washington: Deaths in Coal Mines at a Record Low The nation’s coal mines set a record for the lowest number of on-the-job fatalities last year, with 16, the U.S. Department of Labor’s Mine Safety and Health Administration said Monday. Mine Safety and Health Admin says nation’s coal mines set a record for the lowest number of on-the-job fatalities in 2014, with 16.",Brief
2,"Critics of World Health Organization head Dr Margaret Chan contend she defers to wishes of governments and does not vigorously lead as world's doctor in chief, citing her very cautious approach to Ebola outbreak; she defends her actions on Ebola, but is seen as timid and slow in dealing diplomatically with officials.",2015-01-07,article,Effort on Ebola Hurt W.H.O. Chief,54ac9f7779881024465cf276,Foreign,"Critics of Margaret Chan have said she lets governments around the world steer the W.H.O. to fit their own needs, instead of firmly taking the helm as the world’s doctor in chief.",World,,"Effort on Ebola Hurt W.H.O. Chief Critics of Margaret Chan have said she lets governments around the world steer the W.H.O. to fit their own needs, instead of firmly taking the helm as the world’s doctor in chief. Critics of World Health Organization head Dr Margaret Chan contend she defers to wishes of governments and does not vigorously lead as world's doctor in chief, citing her very cautious approach to Ebola outbreak; she defends her actions on Ebola, but is seen as timid and slow in dealing diplomatically with officials.",News
3,"World Health Organization adviser Dr Helen Rees says developing and testing Ebola vaccines and their effectiveness may become more difficult as outbreak comes under greater control; two vaccines have been determined to be safe enough in tests taking place in countries outside outbreak zones, but dosages have not been calibrated and it is not known if they are effective in Africa's most heavily impacted countries.",2015-01-10,article,"In Africa, a Decline in New Ebola Cases Complicates Vaccine Development",54b02f8e7988100e21965035,Foreign,"Clinical trials in Africa are being pushed by a sense of urgency as fewer new cases occur, making it more difficult to determine how effective the drugs are.",Health,,"In Africa, a Decline in New Ebola Cases Complicates Vaccine Development Clinical trials in Africa are being pushed by a sense of urgency as fewer new cases occur, making it more difficult to determine how effective the drugs are. World Health Organization adviser Dr Helen Rees says developing and testing Ebola vaccines and their effectiveness may become more difficult as outbreak comes under greater control; two vaccines have been determined to be safe enough in tests taking place in countries outside outbreak zones, but dosages have not been calibrated and it is not known if they are effective in Africa's most heavily impacted countries.",News
4,,2015-01-14,article,"Reviewing Federal Education Law, Senator Seeks More Local Control",54b5ef6779881025bee96364,National,"Lamar Alexander, the chairman of the committee that oversees education, has drafted a bill that would give more freedom in testing to the states.",U.S.,,"Reviewing Federal Education Law, Senator Seeks More Local Control Lamar Alexander, the chairman of the committee that oversees education, has drafted a bill that would give more freedom in testing to the states.  ",News
5,,2015-01-01,multimedia,The Weekly Health Quiz,54a44d0c79881011bed28b65,Health,"In the news: Ebola, holiday deaths and preventative genetic mutations. Test your knowledge of this week’s health news.",Health,,"The Weekly Health Quiz In the news: Ebola, holiday deaths and preventative genetic mutations. Test your knowledge of this week’s health news.  ",Interactive Feature
6,,2015-01-09,multimedia,The Weekly Health Quiz,54aeea3479881022e94b36e0,Health,"In the news: marriage, youth and exercise and alcohol poisoning. Test your knowledge of this week’s health news.",Health,,"The Weekly Health Quiz In the news: marriage, youth and exercise and alcohol poisoning. Test your knowledge of this week’s health news.  ",Interactive Feature
7,,2015-01-11,article,Health Care as High Drama,54b00c0f7988100e21964f98,BookReview,Reporters at The Times recommend books about health care.,Books,Sunday Book Review,Health Care as High Drama Reporters at The Times recommend books about health care.  ,News
8,,2015-01-09,article,Harvard and Health Care,54af109779881022e94b378c,Letters,Dr. Joshua D. Rosenberg of the Icahn School of Medicine at Mount Sinai writes that &#8220;it is good to hear&#8221; that the university&#8217;s health experts are getting a taste of their own medicine.,Opinion,,Harvard and Health Care Dr. Joshua D. Rosenberg of the Icahn School of Medicine at Mount Sinai writes that &#8220;it is good to hear&#8221; that the university&#8217;s health experts are getting a taste of their own medicine.  ,Letter
9,"Medical community is engaged in debate over use of intravenous hydration on patients infected by Ebola in West African countries, treatment that many attribute to the higher survival rate of patients treated in the West; debate comes at time when focus of aid efforts is shifting from stopping spread of disease, which seems to be under control, toward saving lives of those infected.",2015-01-02,article,Ebola Doctors Are Divided on IV Therapy in Africa,54a604327988102023c95210,Foreign,"Doctors seeking to stem the Ebola epidemic disagree on whether most patients in West Africa should, or can, be given intravenous hydration, a standard therapy in developed countries.",Health,,"Ebola Doctors Are Divided on IV Therapy in Africa Doctors seeking to stem the Ebola epidemic disagree on whether most patients in West Africa should, or can, be given intravenous hydration, a standard therapy in developed countries. Medical community is engaged in debate over use of intravenous hydration on patients infected by Ebola in West African countries, treatment that many attribute to the higher survival rate of patients treated in the West; debate comes at time when focus of aid efforts is shifting from stopping spread of disease, which seems to be under control, toward saving lives of those infected.",News
