,abstract,date,doctype,headline,id,news_desk,paragraph,section,subsection,text,type
0,,2015-09-01,article,A New Way to Think About Conflicts of Interest in Medicine,55e433f47988107ab310a8e0,Upshot,"There are many forms of bias besides industry-funded trials. The true merits of a study stem from its design, methods and transparency.",The Upshot,,"A New Way to Think About Conflicts of Interest in Medicine There are many forms of bias besides industry-funded trials. The true merits of a study stem from its design, methods and transparency.  ",News
1,"The Upshot; proposals to allow sales of private health insurance policies across state lines, idea championed by many Republican presidential candidates, are complicated by local concerns; critics point to differences in health service prices across states and the need to set up local networks of providers, a difficult task.",2015-09-01,article,The Problem With G.O.P. Plans to Sell Health Insurance Across State Lines,55e45ef87988107ab310a942,Business,Numerous state regulations aren’t the main reason insurance markets tend to be uncompetitive.,The Upshot,,"The Problem With G.O.P. Plans to Sell Health Insurance Across State Lines Numerous state regulations aren’t the main reason insurance markets tend to be uncompetitive. The Upshot; proposals to allow sales of private health insurance policies across state lines, idea championed by many Republican presidential candidates, are complicated by local concerns; critics point to differences in health service prices across states and the need to set up local networks of providers, a difficult task.",News
2,The recent increase follows the worst summer for dengue fever in more than a decade on the island.,2015-09-15,blogpost,Cases of Dengue Fever Multiply in Southern Taiwan,55f7d8267988106e53a89f2a,Foreign,,World,Asia Pacific,Cases of Dengue Fever Multiply in Southern Taiwan   The recent increase follows the worst summer for dengue fever in more than a decade on the island.,Blog
3,"Editorial praises unanimous New York City Board of Health vote to require fast-food restaurants to post warning labels about very salty items on their menus; criticizes board's decision to stop its crack down on ultra-Orthodox Jewish ritual in which circumciser sucks blood from newly circumcised penis with his mouth, which can infect infants with herpes virus. ",2015-09-12,article,"In New York, a Win and a Loss on Health   ",55f372617988103a0f25c8a6,Editorial,"The Board of Health reached two important decisions, one decent and one that could have dreadful consequences for some infants.",Opinion,,"In New York, a Win and a Loss on Health    The Board of Health reached two important decisions, one decent and one that could have dreadful consequences for some infants. Editorial praises unanimous New York City Board of Health vote to require fast-food restaurants to post warning labels about very salty items on their menus; criticizes board's decision to stop its crack down on ultra-Orthodox Jewish ritual in which circumciser sucks blood from newly circumcised penis with his mouth, which can infect infants with herpes virus. ",Editorial
4,"New York City Board of Health adopts measure requiring chain restaurants to alert diners to extremely high-sodium dishes with saltshaker symbol on menus; health officials say threshold for warning label is lenient at 2,300 milligrams and hope that move will serve as example for other communities.",2015-09-10,article,New York City Health Board Backs Warning on Menu Items With High Salt,55f0558c7988104d070a1b82,Metro,"The measure, which is set to take effect in December, requires many chain restaurants to post a warning label next to items that contain over 2,300 milligrams of sodium.",N.Y. / Region,,"New York City Health Board Backs Warning on Menu Items With High Salt The measure, which is set to take effect in December, requires many chain restaurants to post a warning label next to items that contain over 2,300 milligrams of sodium. New York City Board of Health adopts measure requiring chain restaurants to alert diners to extremely high-sodium dishes with saltshaker symbol on menus; health officials say threshold for warning label is lenient at 2,300 milligrams and hope that move will serve as example for other communities.",News
5,"New York City Board of Health repeals rule requiring parental consent forms for controversial circumcision ritual practiced by ultra-Orthodox Jews; risk of herpes transmission through ritual remains, but some board members who were previously in favor of forms have changed position due to city's strained relationship with Orthodox community.",2015-09-10,article,New York City Health Board Repeals Rule on Consent Forms for Circumcision Ritual,55f0de847988106f7bdc656f,Metro,"A rule had required parents to sign a consent form before metzitzah b’peh, a ritual in the ultra-Orthodox Jewish community that has been linked to herpes infections in infants.",N.Y. / Region,,"New York City Health Board Repeals Rule on Consent Forms for Circumcision Ritual A rule had required parents to sign a consent form before metzitzah b’peh, a ritual in the ultra-Orthodox Jewish community that has been linked to herpes infections in infants. New York City Board of Health repeals rule requiring parental consent forms for controversial circumcision ritual practiced by ultra-Orthodox Jews; risk of herpes transmission through ritual remains, but some board members who were previously in favor of forms have changed position due to city's strained relationship with Orthodox community.",News
6,"Cost of medical care at University of Utah Health Care has fallen by 0.5 percent annually, in reverse of current trend, attracting attention of other hospital systems; process by which hospital system determines actual costs in order to pare expenses and improve care has been set in place by Dr Vivian Lee; issue acquires more urgency as Affordable Care Act moves toward one-payment system for hospitals.",2015-09-08,article,What Are a Hospital&#8217;s Costs? Utah System Is Trying to Learn,55ee2e767988103b801c2a60,National,Most businesses know the cost of everything that goes into producing what they sell &#8212; essential information for setting prices. Medicine is different.,Health,,"What Are a Hospital&#8217;s Costs? Utah System Is Trying to Learn Most businesses know the cost of everything that goes into producing what they sell &#8212; essential information for setting prices. Medicine is different. Cost of medical care at University of Utah Health Care has fallen by 0.5 percent annually, in reverse of current trend, attracting attention of other hospital systems; process by which hospital system determines actual costs in order to pare expenses and improve care has been set in place by Dr Vivian Lee; issue acquires more urgency as Affordable Care Act moves toward one-payment system for hospitals.",News
7,"World Health Organization readies emergency vaccination effort in Bamako, Mali, after vaccine-derived case of polio is confirmed to have paralyzed child.",2015-09-08,article,West African Child Is Paralyzed by Vaccine-Derived Polio,55ee067b7988103b801c2a26,Foreign,The patient’s parents traveled from Guinea to Mali seeking medical care. An emergency vaccination drive is being organized to forestall an outbreak.,Health,,"West African Child Is Paralyzed by Vaccine-Derived Polio The patient’s parents traveled from Guinea to Mali seeking medical care. An emergency vaccination drive is being organized to forestall an outbreak. World Health Organization readies emergency vaccination effort in Bamako, Mali, after vaccine-derived case of polio is confirmed to have paralyzed child.",News
8,"The rule would bar insurers and health care providers from discriminating on the basis of gender identity, greatly expanding health care access for transgender people.",2015-09-04,blogpost,New Health Care Rule Offers Key Protections for Transgender Americans,55ea07ee79881016ad774039,OpEd,,Opinion,,"New Health Care Rule Offers Key Protections for Transgender Americans   The rule would bar insurers and health care providers from discriminating on the basis of gender identity, greatly expanding health care access for transgender people.",Blog
9,Doctors and permit-issuing officials in Gaza say there has been uptick in number of Gazans seeking fake doctors' notes in order to get permits to exit; most permits allowing Gazans to leave are reserved for merchants and those with medical problems.,2015-09-01,article,Faking Doctors’ Notes to Escape Gaza War Zone,55e4be707988100a53ed5ec8,Foreign,"Israeli permits to cross the border are reserved mainly for merchants and medical patients, spurring a black market for fake medical referrals.",World,Middle East,"Faking Doctors’ Notes to Escape Gaza War Zone Israeli permits to cross the border are reserved mainly for merchants and medical patients, spurring a black market for fake medical referrals. Doctors and permit-issuing officials in Gaza say there has been uptick in number of Gazans seeking fake doctors' notes in order to get permits to exit; most permits allowing Gazans to leave are reserved for merchants and those with medical problems.",News
