,abstract,date,doctype,headline,id,news_desk,paragraph,section,subsection,text,type
0,"Three-nation clinical trial determines that taking antiretroviral drug Truvada protected 76 percent of young, South African women from contracting HIV; previous prevention studies in African women failed after women threw out or failed to take medication; research was funded by National Institutes of Health.",2015-07-23,article,"Daily H.I.V. Drug Regimen Is Effective in African Women, Study Says",55b038e47988101f175e8929,National,"A study found that 76 percent of young women in Cape Town, South Africa, who were assigned to take Truvada, a H.I.V.-prevention drug, were willing and able to take the pills daily.",Health,,"Daily H.I.V. Drug Regimen Is Effective in African Women, Study Says A study found that 76 percent of young women in Cape Town, South Africa, who were assigned to take Truvada, a H.I.V.-prevention drug, were willing and able to take the pills daily. Three-nation clinical trial determines that taking antiretroviral drug Truvada protected 76 percent of young, South African women from contracting HIV; previous prevention studies in African women failed after women threw out or failed to take medication; research was funded by National Institutes of Health.",News
1,"National Center for Health Statistics study finds that stillbirths have slightly outnumbered infant deaths for first time, with 23,595 stillbirths in 2013, compared with 23,446 infant deaths before first birthday.",2015-07-24,article,"Stillbirths Now Outnumber Deaths Among Infants, Study Finds",55b066cb7988101f175e897a,National,"Infant mortality has declined nationwide by 11 percent since 2006, but the mortality rate for fetuses in the second half of pregnancy has stalled, the report says.",Health,,"Stillbirths Now Outnumber Deaths Among Infants, Study Finds Infant mortality has declined nationwide by 11 percent since 2006, but the mortality rate for fetuses in the second half of pregnancy has stalled, the report says. National Center for Health Statistics study finds that stillbirths have slightly outnumbered infant deaths for first time, with 23,595 stillbirths in 2013, compared with 23,446 infant deaths before first birthday.",News
2,"New York City Health Dept publishes regulations, set to take effect in August, requiring that fish served raw, undercooked or marinated raw must first be frozen; restaurateurs across city post few objections, revealing that practice of using flash-frozen fish has been longstanding practice, even in popular sushi restaurants, as a way of removing parasites and bacteria.",2015-07-11,article,New York City Requires Restaurants to Freeze Raw Fish Before Serving  ,55a07c62798810080dd6e6fd,Metro,"A regulation by New York City’s health department, to take effect in August, will require that fish served raw must be frozen before serving it to guard against parasites.",N.Y. / Region,,"New York City Requires Restaurants to Freeze Raw Fish Before Serving   A regulation by New York City’s health department, to take effect in August, will require that fish served raw must be frozen before serving it to guard against parasites. New York City Health Dept publishes regulations, set to take effect in August, requiring that fish served raw, undercooked or marinated raw must first be frozen; restaurateurs across city post few objections, revealing that practice of using flash-frozen fish has been longstanding practice, even in popular sushi restaurants, as a way of removing parasites and bacteria.",News
3,"Researchers at University of Texas Medical Branch and National Institutes of Health find that inhalable aerosol Ebola vaccine neutralizes virus in monkeys; vaccine, which has not yet been tested in humans, can be administered without medical professional, which would make it of particular value in developing countries.",2015-07-14,article,"Inhaled Ebola Vaccine Stops Virus in Monkeys, Study Finds",55a41dd279881059b3ea0b44,Foreign,"A study released on Monday offered hope for immunizing a wide array of people, including those who live in places with limited professional medical care.",Health,,"Inhaled Ebola Vaccine Stops Virus in Monkeys, Study Finds A study released on Monday offered hope for immunizing a wide array of people, including those who live in places with limited professional medical care. Researchers at University of Texas Medical Branch and National Institutes of Health find that inhalable aerosol Ebola vaccine neutralizes virus in monkeys; vaccine, which has not yet been tested in humans, can be administered without medical professional, which would make it of particular value in developing countries.",News
4,"Health care legislation written by Reps Fred Upton, Republican of Michigan, and Diana DeGette, Democrat of Colorado, passes easily; bill, which would update FDA approval process and increase funding to National Institutes of Health, would be funded by sale of oil from strategic petroleum reserve.",2015-07-11,article,Bipartisan Partnership Produces a Health Bill That Passes the House,559fea937988105cb70f3641,National,"The bill could spur biomedical innovation, change how federal health officials approve drugs and increase funding for the National Institutes of Health.",U.S.,Politics,"Bipartisan Partnership Produces a Health Bill That Passes the House The bill could spur biomedical innovation, change how federal health officials approve drugs and increase funding for the National Institutes of Health. Health care legislation written by Reps Fred Upton, Republican of Michigan, and Diana DeGette, Democrat of Colorado, passes easily; bill, which would update FDA approval process and increase funding to National Institutes of Health, would be funded by sale of oil from strategic petroleum reserve.",News
5,"New rules issued by Obama administration in Affordable Care Act allow exemption for family-owned corporations that object to birth control on religious grounds, compliance with 2014 Supreme Court ruling; administration says that birth control will still be available to women enrolled in plans, but will be paid for separately by insurers.",2015-07-11,article,Health Law’s Contraceptive Rule Eased for Businesses With Religious Objections,55a01d40798810080dd6e60a,National,"The Obama administration, adhering to a Supreme Court ruling, issued a policy that allows for-profit companies to avoid providing insurance coverage for birth control.",U.S.,Politics,"Health Law’s Contraceptive Rule Eased for Businesses With Religious Objections The Obama administration, adhering to a Supreme Court ruling, issued a policy that allows for-profit companies to avoid providing insurance coverage for birth control. New rules issued by Obama administration in Affordable Care Act allow exemption for family-owned corporations that object to birth control on religious grounds, compliance with 2014 Supreme Court ruling; administration says that birth control will still be available to women enrolled in plans, but will be paid for separately by insurers.",News
6,,2015-07-20,multimedia,The Weekly Health Quiz,52cbfb1a7988100c7a2bc5f7,Health,"In the news: nail polish dangers, distracted driving, and vitamin E for Alzheimer’s disease. Test your knowledge of this week’s health news.",Health,,"The Weekly Health Quiz In the news: nail polish dangers, distracted driving, and vitamin E for Alzheimer’s disease. Test your knowledge of this week’s health news.  ",Interactive Feature
7,Test your knowledge of this week’s health news.,2015-07-24,blogpost,"The Weekly Health Quiz: Exercise Motivation, Sex Research and Pain Relief",55b261bd7988105c8f90f878,Science,,false,false,"The Weekly Health Quiz: Exercise Motivation, Sex Research and Pain Relief   Test your knowledge of this week’s health news.",Blog
8,"Editorial argues necessity of using female animals for research, citing study published in journal Nature Neuroscience finding results of pain research conducted on male mice may not be as applicable to women as men; praises National Institutes of Health requirement that researchers must account for gender in pursuing their projects.",2015-07-19,article,Why Science Needs Female Mice,55aa9b347988102f6cb47571,Editorial,"When studies are done primarily with male animals, as is often the case, the usefulness of drugs for women is in doubt.",Opinion,Sunday Review,"Why Science Needs Female Mice When studies are done primarily with male animals, as is often the case, the usefulness of drugs for women is in doubt. Editorial argues necessity of using female animals for research, citing study published in journal Nature Neuroscience finding results of pain research conducted on male mice may not be as applicable to women as men; praises National Institutes of Health requirement that researchers must account for gender in pursuing their projects.",Editorial
9,Test your knowledge of this week’s health news.,2015-07-17,blogpost,"The Weekly Health Quiz: Fat Dogs, Indulgent Shoppers and Online Symptom-Checkers",55a91fa17988105fd6b9cf6c,Science,,false,false,"The Weekly Health Quiz: Fat Dogs, Indulgent Shoppers and Online Symptom-Checkers   Test your knowledge of this week’s health news.",Blog
10,Hidden-camera videos targeting Planned Parenthood inspired a debate among readers over fetal tissue donation.,2015-07-24,blogpost,Readers on Planned Parenthood and Fetal Tissue,55b2437d7988103f3b582828,OpEd,,false,false,Readers on Planned Parenthood and Fetal Tissue   Hidden-camera videos targeting Planned Parenthood inspired a debate among readers over fetal tissue donation.,Blog
11,,2015-07-24,article,Health Care Costs by Year,55b27c277988105c8f90f8c8,None,"Anthem agreed to buy rival health insurer Cigna in the second proposed industry mega-merger in just three weeks. There is a division over whether a rapid consolidation in the industry will help or hurt consumers, but there is no disagreement about what has happened to health care costs in recent years.",U.S.,,"Health Care Costs by Year Anthem agreed to buy rival health insurer Cigna in the second proposed industry mega-merger in just three weeks. There is a division over whether a rapid consolidation in the industry will help or hurt consumers, but there is no disagreement about what has happened to health care costs in recent years.  ",News
12,,2015-07-10,article,Obesity Clinics and the Health Law,559f72737988105cb70f3492,Letters,"Various ways to address obesity, including weight-loss clinics.",Opinion,,"Obesity Clinics and the Health Law Various ways to address obesity, including weight-loss clinics.  ",Letter
13,,2015-07-25,article,The Regulatory Hurdles to Health Insurance Mergers,55b290bf7988105c8f90f917,Business,"Anthem and Cigna are the latest health insurers to forge a deal, but they and their peers need to satisfy many regulators before pairing up.",Business Day,DealBook,"The Regulatory Hurdles to Health Insurance Mergers Anthem and Cigna are the latest health insurers to forge a deal, but they and their peers need to satisfy many regulators before pairing up.  ",News
