,abstract,date,doctype,headline,id,news_desk,paragraph,section,subsection,text,type
0,"Dr William E Paul, an innovative immunologist and director of the Office of AIDS Research at National Institutes of Health, whose research and advocacy provided breakthroughs in treatment of HIV/AIDS that saved millions of lives, dies at age 79. ",2015-09-24,article,"Dr. William E. Paul, Who Helped AIDS Research Save Millions of Lives, Dies at 79",560218f1798810610fa3b648,National,"As the director of the Office of AIDS Research at the National Institute of Health, Dr. Paul focused the government’s research programs to develop innovative therapies.",Science,,"Dr. William E. Paul, Who Helped AIDS Research Save Millions of Lives, Dies at 79 As the director of the Office of AIDS Research at the National Institute of Health, Dr. Paul focused the government’s research programs to develop innovative therapies. Dr William E Paul, an innovative immunologist and director of the Office of AIDS Research at National Institutes of Health, whose research and advocacy provided breakthroughs in treatment of HIV/AIDS that saved millions of lives, dies at age 79. ",Obituary
1,"Colombian Pres Juan Manuel Santos introduces program supporting voluntary eradication of coca plants by offering incentives to grow alternate crops; program will replace America-backed aerial spraying of an herbicide that World Health Organization classifies as probable carcinogen.
",2015-09-23,article,Colombia: New Drug Tactic Announced,5601f55f798810610fa3b5f7,Foreign,Colombia’s strategy against drugs aims to bolster voluntary coca eradication.,World,Americas,"Colombia: New Drug Tactic Announced Colombia’s strategy against drugs aims to bolster voluntary coca eradication. Colombian Pres Juan Manuel Santos introduces program supporting voluntary eradication of coca plants by offering incentives to grow alternate crops; program will replace America-backed aerial spraying of an herbicide that World Health Organization classifies as probable carcinogen.
",Brief
2,One person dies and 13 are sickened in outbreak of Legionnaires' disease in Morris Park Neighborhood of Bronx; all victims had underlying medical conditions; city health officials find Legionella bacteria in 15 building cooling towers in area and order them decontaminated.,2015-10-01,article,One Dead in New Bronx Outbreak of Legionnaires’ Disease,560c5654798810477013b57b,Metro,"Thirteen people in the area, all of whom had serious underlying medical conditions, began to experience symptoms in September.",N.Y. / Region,,"One Dead in New Bronx Outbreak of Legionnaires’ Disease Thirteen people in the area, all of whom had serious underlying medical conditions, began to experience symptoms in September. One person dies and 13 are sickened in outbreak of Legionnaires' disease in Morris Park Neighborhood of Bronx; all victims had underlying medical conditions; city health officials find Legionella bacteria in 15 building cooling towers in area and order them decontaminated.",News
3,"World Health Organization issues significant updates to its current  recommendations for managing HIV, proposing to put patients across globe on antiretroviral therapy of three drugs immediately after diagnosis; new treatment is standard in United States and much of developed world but following new guidelines globally could increase population of HIV-positive patients on antiretroviral drugs by 9 million and cost untold billions of dollars, with no sure source of funding. ",2015-10-01,article,"Millions More Need H.I.V. Treatment, W.H.O. Says",560bf38779881019efd5423c,Foreign,"The new recommendations from the World Health Organization could go a long way toward halting an epidemic, but implementation would cost billions of dollars not yet committed.",Health,,"Millions More Need H.I.V. Treatment, W.H.O. Says The new recommendations from the World Health Organization could go a long way toward halting an epidemic, but implementation would cost billions of dollars not yet committed. World Health Organization issues significant updates to its current  recommendations for managing HIV, proposing to put patients across globe on antiretroviral therapy of three drugs immediately after diagnosis; new treatment is standard in United States and much of developed world but following new guidelines globally could increase population of HIV-positive patients on antiretroviral drugs by 9 million and cost untold billions of dollars, with no sure source of funding. ",News
4,"Seven people in Morris Park section of the Bronx have contracted Legionnaires' disease; officials are investigating cluster of cases, which is unrelated to earlier July and August outbreak in borough that killed 12 people and sickened 120.",2015-09-29,article,7 New Legionnaires’ Cases in Bronx Prompt Investigation,560995357988106c63fa41b6,Metro,"All seven patients in the Morris Park area had underlying medical conditions and are hospitalized, a New York health official said.",N.Y. / Region,,"7 New Legionnaires’ Cases in Bronx Prompt Investigation All seven patients in the Morris Park area had underlying medical conditions and are hospitalized, a New York health official said. Seven people in Morris Park section of the Bronx have contracted Legionnaires' disease; officials are investigating cluster of cases, which is unrelated to earlier July and August outbreak in borough that killed 12 people and sickened 120.",News
5,Op-Ed article by Dr Eric J Topol and Dr Harlan M Krumholz calls on medical establishment to reexamine its practices in releasing new study information and bring them more into line with rapid communication era; holds old approach of finalizing all data before releasing study is unnecessary and in some cases harmful; calls for transparency and free-sharing of data.,2015-09-18,article,Don’t Delay News of Medical Breakthroughs,55fac8db7988102b19028928,OpEd,"In the Internet age, medical scientists shouldn’t wait until their data are chiseled in stone to publish results.",Opinion,,"Don’t Delay News of Medical Breakthroughs In the Internet age, medical scientists shouldn’t wait until their data are chiseled in stone to publish results. Op-Ed article by Dr Eric J Topol and Dr Harlan M Krumholz calls on medical establishment to reexamine its practices in releasing new study information and bring them more into line with rapid communication era; holds old approach of finalizing all data before releasing study is unnecessary and in some cases harmful; calls for transparency and free-sharing of data.",Op-Ed
6,"Health and Human Services Dept is preparing to issue a report showing that many nursing homes are exploiting Medicare billing system to optimize revenues; skilled nursing facilities are classifying increasing number of patients as needing the highest, most expensive level of therapy, unrelated to their actual medical needs; report shows that extra billings cost Medicare $1.1 billion in 2012-13.",2015-09-30,article,"Nursing Homes Bill for More Therapy Than Patients Need, U.S. Says ",560b5e8279881019efd5406a,National,An inquiry by federal investigators found that nursing homes lined their pockets by routinely filing claims for the most expensive level of therapy no matter what was necessary.,U.S.,,"Nursing Homes Bill for More Therapy Than Patients Need, U.S. Says  An inquiry by federal investigators found that nursing homes lined their pockets by routinely filing claims for the most expensive level of therapy no matter what was necessary. Health and Human Services Dept is preparing to issue a report showing that many nursing homes are exploiting Medicare billing system to optimize revenues; skilled nursing facilities are classifying increasing number of patients as needing the highest, most expensive level of therapy, unrelated to their actual medical needs; report shows that extra billings cost Medicare $1.1 billion in 2012-13.",News
7,Test your knowledge of this week’s health news.,2015-09-25,blogpost,"The Weekly Health Quiz: Coke, Bikes and Full-Fat Foods",56051b9f7988101e29a6b226,Science,,Health,,"The Weekly Health Quiz: Coke, Bikes and Full-Fat Foods   Test your knowledge of this week’s health news.",Blog
8,"New York State authorities order nonprofit insurance cooperative Health Republic to dissolve its business after open policies expire and nonprofit ceases writing new policies, citing likelihood that cooperative will become financially insolvent.",2015-09-26,article,New York State Orders Health Republic Co-op to End New Business,5605f71a7988103e1793e95a,Metro,"State authorities said on Friday that the cooperative, a nonprofit insurer, must stop writing new policies, citing the likelihood that it would become insolvent.",N.Y. / Region,,"New York State Orders Health Republic Co-op to End New Business State authorities said on Friday that the cooperative, a nonprofit insurer, must stop writing new policies, citing the likelihood that it would become insolvent. New York State authorities order nonprofit insurance cooperative Health Republic to dissolve its business after open policies expire and nonprofit ceases writing new policies, citing likelihood that cooperative will become financially insolvent.",News
9,Nomination of clinical researcher Dr Robert M Califf to lead the Food and Drug Administration draws questions about his connections to drug industry and past ambivalence towards regulation; supporters defend nominee's talent and integrity; government claims it implemented thorough screening for conflicts of interest.,2015-09-20,article,F.D.A. Nominee Califf’s Ties to Drug Makers Worry Some,55fd71607988100e355b4651,National,"Dr. Robert Califf, a cardiologist and renowned clinical researcher, has deeper ties to the pharmaceutical industry than any F.D.A. commissioner in recent memory.",Health,,"F.D.A. Nominee Califf’s Ties to Drug Makers Worry Some Dr. Robert Califf, a cardiologist and renowned clinical researcher, has deeper ties to the pharmaceutical industry than any F.D.A. commissioner in recent memory. Nomination of clinical researcher Dr Robert M Califf to lead the Food and Drug Administration draws questions about his connections to drug industry and past ambivalence towards regulation; supporters defend nominee's talent and integrity; government claims it implemented thorough screening for conflicts of interest.",News
