,abstract,date,doctype,headline,id,news_desk,paragraph,section,subsection,text,type
0,"American aid worker who contracted Ebola in Sierra Leone is given much higher standard of care than Sierra Leonean colleague who developed virus at same time; is treated at specialized center in Freetown while other man is turned away; both worked for charity Partners in Health, which promotes equal standards of medical care for both rich and poor countries.",2015-03-17,article,Care Differs for American and African With Ebola,5507216979881074af54e2aa,Foreign,The latest American aid worker to contract Ebola overseas was quickly transported back to the United States; the course of care has been markedly different for a Sierra Leonean colleague who developed Ebola within days of the American.,World,Africa,"Care Differs for American and African With Ebola The latest American aid worker to contract Ebola overseas was quickly transported back to the United States; the course of care has been markedly different for a Sierra Leonean colleague who developed Ebola within days of the American. American aid worker who contracted Ebola in Sierra Leone is given much higher standard of care than Sierra Leonean colleague who developed virus at same time; is treated at specialized center in Freetown while other man is turned away; both worked for charity Partners in Health, which promotes equal standards of medical care for both rich and poor countries.",News
1,"Health and Human Services Department reports 16.4 million uninsured people have gained health coverage since major provisions of the Affordable Care Act began to take effect in 2010, largest drop in number of uninsured in about 40 years; say proportion of American adults lacking insurance has fallen to 13.2 percent from 20.3 percent since first enrollment period started in October 2013.",2015-03-17,article,"Data on Health Law Shows Largest Drop in Uninsured in 4 Decades, the U.S. Says ",550775d379881074af54e3ed,National,The Obama administration said that 16.4 million uninsured people had gained health coverage since major provisions of the Affordable Care Act began to take effect in 2010.,U.S.,,"Data on Health Law Shows Largest Drop in Uninsured in 4 Decades, the U.S. Says  The Obama administration said that 16.4 million uninsured people had gained health coverage since major provisions of the Affordable Care Act began to take effect in 2010. Health and Human Services Department reports 16.4 million uninsured people have gained health coverage since major provisions of the Affordable Care Act began to take effect in 2010, largest drop in number of uninsured in about 40 years; say proportion of American adults lacking insurance has fallen to 13.2 percent from 20.3 percent since first enrollment period started in October 2013.",News
2,"Breast-feeding has well established short-term benefits, but now researchers have found that its advantages may persist into adulthood.",2015-03-17,blogpost,Breast-Feeding May Have Benefits Decades Later,5508ab4a79881027c592c538,Science,,false,false,"Breast-Feeding May Have Benefits Decades Later   Breast-feeding has well established short-term benefits, but now researchers have found that its advantages may persist into adulthood.",Blog
3,"New York City Board of Health decides not to overturn nearly 16-year-old ban on keeping ferrets as pets; vote is 3-2 in favor of lifting ban, but abstention of five members blocks necessary majority.",2015-03-12,article,"On Ferrets, New York’s Health Board Displays Rare Apathy",5500f1b87988101c92c113de,Metro,"With five of 10 officials on the sidelines, a majority vote on the ban on the animals as pets — for either side — was impossible.",N.Y. / Region,,"On Ferrets, New York’s Health Board Displays Rare Apathy With five of 10 officials on the sidelines, a majority vote on the ban on the animals as pets — for either side — was impossible. New York City Board of Health decides not to overturn nearly 16-year-old ban on keeping ferrets as pets; vote is 3-2 in favor of lifting ban, but abstention of five members blocks necessary majority.",News
4,"New York City Board of Health rejects proposal to repeal ban on ferrets as household pets; three board members vote in favor of repeal, two vote against and five abstain.",2015-03-11,article,New York’s Health Board Dashes the Hopes of Ferret Fans,54ff2d167988106b0e277091,Metro,"Given the opportunity to repeal a 16-year ban on keeping the animals as pets, the board chose to side with prohibitionists.",N.Y. / Region,,"New York’s Health Board Dashes the Hopes of Ferret Fans Given the opportunity to repeal a 16-year ban on keeping the animals as pets, the board chose to side with prohibitionists. New York City Board of Health rejects proposal to repeal ban on ferrets as household pets; three board members vote in favor of repeal, two vote against and five abstain.",News
5,"American clinician working with Partners in Health to combat Ebola in Sierra Leone is evacuated to National Institutes of Health clinical center in Bethesda, Md, after becoming infected with the virus.",2015-03-14,article,U.S. Clinician With Ebola Under Care in Maryland,55038e707988100deaa536ef,Foreign,"An American aid worker was infected while working in Sierra Leone, and he may have exposed colleagues in West Africa to the virus.",World,Africa,"U.S. Clinician With Ebola Under Care in Maryland An American aid worker was infected while working in Sierra Leone, and he may have exposed colleagues in West Africa to the virus. American clinician working with Partners in Health to combat Ebola in Sierra Leone is evacuated to National Institutes of Health clinical center in Bethesda, Md, after becoming infected with the virus.",News
6,,2015-03-11,article,Orthodox Jews and New York&#8217;s Circumcision Rule,54ffeca97988106b0e2772b5,Letters,New York City&#8217;s health commissioner and Agudath Israel respond to an editorial.,Opinion,,Orthodox Jews and New York&#8217;s Circumcision Rule New York City&#8217;s health commissioner and Agudath Israel respond to an editorial.  ,Letter
7,"World Health Organization says that African Ebola outbreak could be halted by summer if international financial support continues, and that $400 million is needed to continue fighting disease through June.",2015-03-12,article,"Ebola Outbreak Could Be Ended by Summer, U.N. Says",550095697988101c92c112c1,Foreign,"Dr. Bruce Aylward said the crisis could be stopped completely, but only if funding continues and health workers can build trust in wary communities.",World,Africa,"Ebola Outbreak Could Be Ended by Summer, U.N. Says Dr. Bruce Aylward said the crisis could be stopped completely, but only if funding continues and health workers can build trust in wary communities. World Health Organization says that African Ebola outbreak could be halted by summer if international financial support continues, and that $400 million is needed to continue fighting disease through June.",News
8,"More than 100,000 apps claim to help consumers track their conditions. That doesn’t mean they are all accurate.",2015-03-16,blogpost,Questioning the Value of Health Apps,55072f0c79881074af54e2dc,Science,,Health,,"Questioning the Value of Health Apps   More than 100,000 apps claim to help consumers track their conditions. That doesn’t mean they are all accurate.",Blog
9,"Changes at the Cleveland Clinic, long respected as country's premier nonprofit health system, reflect overall struggle by health providers to adapt to shifting dynamics among insurers; clinic is trying to embrace primary care and chronic disease treatments, in addition to its traditional specialty practices, as it seeks to recover market share among insurers who are looking for systems that can manage all of a patient's needs.",2015-03-18,article,Cleveland Clinic Grapples With Changes in Health Care,550894c179881027c592c4f2,Business,"To keep pace with insurers&#8217; expectations, the renowned health system is trying to become as good at primary care as it is at performing complicated procedures.",Business Day,,"Cleveland Clinic Grapples With Changes in Health Care To keep pace with insurers&#8217; expectations, the renowned health system is trying to become as good at primary care as it is at performing complicated procedures. Changes at the Cleveland Clinic, long respected as country's premier nonprofit health system, reflect overall struggle by health providers to adapt to shifting dynamics among insurers; clinic is trying to embrace primary care and chronic disease treatments, in addition to its traditional specialty practices, as it seeks to recover market share among insurers who are looking for systems that can manage all of a patient's needs.",News
10,"American researchers from National Institutes of Health and their Liberian counterparts are attempting to conduct large study of two vaccines against Ebola but are finding same mix of skepticism, fear and mistrust that helped spread disease in country in first place; vast scale of trial poses its own ethical and practical questions, and complicating matters further is widespread distrust of Liberian government.",2015-03-14,article,Vaccines Face Same Mistrust That Fed Ebola,5503182e7988100deaa5353c,Foreign,The same mix of fear and distrust that helped the Ebola epidemic spread is hampering doctors conducting trials on new medicines.,World,Africa,"Vaccines Face Same Mistrust That Fed Ebola The same mix of fear and distrust that helped the Ebola epidemic spread is hampering doctors conducting trials on new medicines. American researchers from National Institutes of Health and their Liberian counterparts are attempting to conduct large study of two vaccines against Ebola but are finding same mix of skepticism, fear and mistrust that helped spread disease in country in first place; vast scale of trial poses its own ethical and practical questions, and complicating matters further is widespread distrust of Liberian government.",News
11,,2015-03-06,multimedia,The Weekly Health Quiz,54f8ab7479881007c4a6c190,Health,"In the news: blood letting, attention deficit and sleep risks. Test your knowledge of this week’s health news.",Health,,"The Weekly Health Quiz In the news: blood letting, attention deficit and sleep risks. Test your knowledge of this week’s health news.  ",Interactive Feature
12,,2015-03-04,multimedia,McDonald's latest  health move,54f7e2997988102d13724ae0,Multimedia/Photos,"McDonald's decision to phase out human antibiotics from its chicken supply is part of the fast food chain's efforts to please customers looking for more natural ingredients, but it still falls short of rivals' policies. Bobbi Rebell reports.",Multimedia/Photos,,"McDonald's latest  health move McDonald's decision to phase out human antibiotics from its chicken supply is part of the fast food chain's efforts to please customers looking for more natural ingredients, but it still falls short of rivals' policies. Bobbi Rebell reports.  ",Video
13,,2015-03-13,multimedia,The Weekly Health Quiz,5502c25d798810512c210170,Health,"In the news: healthy ‘cheese,’ happy conservatives and simple concussion tests. Test your knowledge of this week’s health news.",Health,,"The Weekly Health Quiz In the news: healthy ‘cheese,’ happy conservatives and simple concussion tests. Test your knowledge of this week’s health news.  ",Interactive Feature
14,"Editorial outlines devastating effects to health care should Supreme Court ruling prohibit federal subsidies for Americans who buy insurance on federal exchanges in 34 states that chose not to set up their own exchanges; notes that consequences would not only be economic, but would also inevitably involve greater risk of death for many Americans; urges political opponents of Affordable Care Act to acknowledge human toll of destroying law.",2015-03-08,article,What Ending Health Subsidies Means ,54fb51cb7988101029f222a7,Editorial,"Obamacare&#8217;s political adversaries refuse to acknowledge the devastation, both economic and human, that destroying a crucial provision would bring about.",Opinion,Sunday Review,"What Ending Health Subsidies Means  Obamacare&#8217;s political adversaries refuse to acknowledge the devastation, both economic and human, that destroying a crucial provision would bring about. Editorial outlines devastating effects to health care should Supreme Court ruling prohibit federal subsidies for Americans who buy insurance on federal exchanges in 34 states that chose not to set up their own exchanges; notes that consequences would not only be economic, but would also inevitably involve greater risk of death for many Americans; urges political opponents of Affordable Care Act to acknowledge human toll of destroying law.",Editorial
15,"Editorial observes that Supreme Court Justice Anthony Kennedy has emerged as surprise factor in case that will decide future of the Affordable Care Act; notes Kennedy has assertively taken up issue of states' rights in language of law, shift that could undermine plaintiff's case and protect law from devastating ruling.",2015-03-05,article,The Supreme Court and the Fate of American Health Care,54f7dca57988102d13724a40,Editorial,"Wednesday’s oral argument provided few clues, but a surprise came from Justice Anthony Kennedy.",Opinion,,"The Supreme Court and the Fate of American Health Care Wednesday’s oral argument provided few clues, but a surprise came from Justice Anthony Kennedy. Editorial observes that Supreme Court Justice Anthony Kennedy has emerged as surprise factor in case that will decide future of the Affordable Care Act; notes Kennedy has assertively taken up issue of states' rights in language of law, shift that could undermine plaintiff's case and protect law from devastating ruling.",Editorial
16,,2015-03-10,article,State Breakdown of Health Insurance Subsidies,54ff52bf7988106b0e277125,None,The government will pay an estimated $24 billion in health insurance subsidies this year in 37 states where consumers get coverage through the federal HealthCare.gov online marketplace. Those subsidies are at issue in a Supreme Court case that challenges whether consumers in federal marketplace states are eligible to receive them.,U.S.,Politics,State Breakdown of Health Insurance Subsidies The government will pay an estimated $24 billion in health insurance subsidies this year in 37 states where consumers get coverage through the federal HealthCare.gov online marketplace. Those subsidies are at issue in a Supreme Court case that challenges whether consumers in federal marketplace states are eligible to receive them.  ,News
